what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1489885778475
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1489885778476
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1489885778476
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1489885778477
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1489885778478
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1489885778478
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1489885778479
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1489885778480
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1489885778481
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1489885778482
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1489885778483
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1489885778484
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1489885778485
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1489885778485
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1489885778485
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1489885778486
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1489885778487
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1489885778487
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1489885778488
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1489885778489
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1489885778490
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1489885778490
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1489885778491
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1489885778492
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1489885778493
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1489885778495
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1489885778496
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1489885778496
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1489885778498
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1489885778499
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1489885778499
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1489885778500
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1489885778501
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1489885778501
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1489885778502
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1489885778503
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1489885778504
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1489885778505
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1489885778505
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1489885778506
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1489885778506
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1489885778507
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1489885778507
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1489885778508
os,sysinfo,,,"win32",1489885778510
arch,sysinfo,,,"x86",1489885778510
ws,sysinfo,,,"win32",1489885778510
locale,sysinfo,,,"fr_FR",1489885778510
processors,sysinfo,,,"2",1489885778510
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1489885778510
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1489885778510
java.specification.name,sysinfo,,,"Java Platform API Specification",1489885778510
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1489885778510
java.specification.version,sysinfo,,,"1.6",1489885778510
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1489885778510
java.version,sysinfo,,,"1.6.0_23",1489885778510
java.vm.info,sysinfo,,,"mixed mode",1489885778510
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1489885778510
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1489885778510
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1489885778510
java.vm.specification.version,sysinfo,,,"1.0",1489885778510
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1489885778510
java.vm.version,sysinfo,,,"19.0-b09",1489885778510
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1489885778639
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489885779374
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489885782128
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1489885782933
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1489885787023
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1489885788577
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1489885788579
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1489885788584
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1489885789436
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1489885790048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489885790211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489885805459
